t_s,linear_x,angular_z
12.255,0.25,1.2517928180234004
12.305,0.25,1.2578559839542132
12.355,0.25,1.2639896153224501
12.405,0.25,1.2659859524203787
12.459,0.25,1.2743356588483707
12.505,0.25,1.2765844250991207
12.555,0.25,1.2823128737947027
12.605,0.25,1.2898025645920834
12.654,0.25,1.2914093513894223
12.705,0.25,1.295367032134861
12.755,0.25,1.2981831641285957
12.805,0.25,1.304724318884336
12.855,0.25,1.308267680011418
12.905,0.25,1.3130112433862433
12.955,0.25,1.317132967295297
13.005,0.25,1.3204146899708695
13.055,0.25,1.3273487773487773
13.105,0.25,1.3305262332271455
13.155,0.25,1.335207549142618
13.205,0.25,1.3419725459039549
13.255,0.25,1.3454024351676153
13.305,0.25,1.3522105282905599
13.355,0.25,1.3562442215618293
13.405,0.25,1.3623225259588896
13.459,0.25,1.3663432350390285
13.505,0.0,0.4
13.555,0.0,0.4
13.605,0.0,0.4
13.655,0.0,0.4
13.705,0.0,0.4
13.755,0.0,0.4
13.805,0.0,0.4
13.855,0.0,0.4
13.904,0.0,0.4
13.955,0.0,0.4
14.005,0.0,0.4
14.055,0.0,0.4
14.105,0.0,0.4
14.155,0.0,0.4
14.205,0.0,0.4
14.255,0.0,0.4
14.305,0.0,0.4
14.355,0.0,0.4
14.405,0.0,0.4
14.459,0.0,0.4
14.505,0.0,0.4
14.555,0.0,0.4
14.605,0.0,0.4
14.655,0.0,0.4
14.705,0.0,0.4
14.755,0.0,0.4
14.805,0.0,0.4
14.854,0.0,0.4
14.905,0.0,0.4
14.955,0.0,0.4
15.005,0.0,0.4
